pitch,on,off,length,hand
83,1083600,1083720,120,1
81,1083720,1083840,120,1
79,1083840,1083960,120,1
77,1083960,1084080,120,1
76,1084080,1084200,120,1
73,1084200,1084320,120,1
74,1084320,1084440,120,1
77,1084440,1084560,120,1
81,1084560,1084680,120,1
72,1084680,1085400,720,1
76,1085400,1085520,120,1
74,1085520,1085640,120,1
71,1085400,1085640,240,1
72,1085640,1086120,480,1
72,1086360,1086600,240,1
72,1086600,1086840,240,1
72,1086840,1087080,240,1
72,1087080,1087200,120,1
74,1087200,1087240,40,1
72,1087240,1087280,40,1
71,1087280,1087320,40,1
72,1087320,1087440,120,1
77,1087440,1087560,120,1
72,1087560,1087680,120,1
69,1087800,1088040,240,1
72,1088040,1088280,240,1
64,1088280,1088520,240,1
67,1088520,1089000,480,1
65,1089000,1089240,240,1
65,1089240,1089480,240,1
60,1089240,1089480,240,1
67,1089480,1089720,240,1
64,1089480,1089720,240,1
69,1089720,1089960,240,1
60,1089720,1089960,240,1
65,1089720,1089960,240,1
70,1089960,1090320,360,1
65,1089960,1090320,360,1
72,1090320,1090380,60,1
74,1090380,1090440,60,1
72,1090440,1090560,120,1
65,1090680,1090920,240,1
64,1090920,1091160,240,1
65,1091160,1091400,240,1
59,1090920,1091400,480,1
69,1091400,1091880,480,1
65,1091400,1091880,480,1
67,1091880,1092120,240,1
64,1091880,1092120,240,1
67,1092120,1092360,240,1
60,1091400,1092360,960,1
67,1092360,1092600,240,1
67,1092600,1092780,180,1
67,1092780,1092840,60,1
79,1092840,1093200,360,1
74,1093200,1093260,60,1
71,1093260,1093320,60,1
67,1093320,1093560,240,1
67,1093560,1093800,240,1
67,1093800,1094040,240,1
67,1094040,1094220,180,1
67,1094220,1094280,60,1
79,1094280,1094940,660,1
81,1094940,1094970,30,1
83,1094970,1095000,30,1
84,1095000,1095120,120,1
83,1095120,1095240,120,1
81,1095240,1095360,120,1
79,1095360,1095480,120,1
77,1095480,1095600,120,1
76,1095600,1095720,120,1
73,1095720,1095840,120,1
74,1095840,1095960,120,1
77,1095960,1096080,120,1
81,1096080,1096200,120,1
72,1096200,1096920,720,1
76,1096920,1097040,120,1
74,1097040,1097160,120,1
71,1096920,1097160,240,1
72,1097160,1097640,480,1
72,1097880,1098120,240,1
74,1098120,1098250,130,1
72,1098240,1098370,130,1
70,1098360,1098490,130,1
69,1098480,1098610,130,1
67,1098600,1099080,480,1
66,1099080,1099320,240,1
66,1099320,1099560,240,1
67,1099560,1099800,240,1
69,1099800,1099980,180,1
66,1099800,1099980,180,1
69,1100040,1100520,480,1
66,1100040,1100520,480,1
70,1100520,1100736,216,1
67,1100520,1100736,216,1
64,1100760,1101000,240,1
65,1101000,1101240,240,1
67,1101240,1101420,180,1
64,1101240,1101420,180,1
69,1101480,1101720,240,1
70,1101720,1101960,240,1
72,1101960,1102200,240,1
73,1102200,1102440,240,1
76,1102440,1102570,130,1
65,1101480,1102680,1200,1
74,1102560,1102690,130,1
72,1102680,1102810,130,1
70,1102800,1102930,130,1
67,1102800,1102930,130,1
65,1102920,1103400,480,1
69,1102920,1103400,480,1
67,1103400,1103640,240,1
64,1103400,1103640,240,1
72,1103640,1103880,240,1
72,1103880,1104120,240,1
72,1104120,1104360,240,1
82,1104360,1105080,720,1
81,1105080,1105320,240,1
70,1105320,1105560,240,1
79,1105320,1105560,240,1
77,1105560,1105800,240,1
69,1105560,1105800,240,1
77,1105800,1106280,480,1
76,1106280,1106520,240,1
75,1106520,1106760,240,1
67,1105800,1106760,960,1
72,1104360,1106760,2400,1
75,1106760,1107000,240,1
75,1107000,1107240,240,1
75,1107240,1107270,30,1
77,1107270,1107300,30,1
75,1107300,1107330,30,1
77,1107330,1107360,30,1
75,1107360,1107390,30,1
77,1107390,1107420,30,1
75,1107420,1107450,30,1
77,1107450,1107480,30,1
75,1107480,1107600,120,1
77,1107600,1107720,120,1
79,1107720,1107960,240,1
77,1107960,1108080,120,1
75,1108080,1108200,120,1
75,1108200,1108320,120,1
74,1108320,1108434,114,1
74,1108440,1108560,120,1
73,1108560,1108672,112,1
73,1108680,1109160,480,1
74,1109160,1109400,240,1
77,1109400,1109520,120,1
76,1109520,1109640,120,1
79,1109640,1109760,120,1
77,1109760,1109880,120,1
76,1109880,1110000,120,1
74,1110000,1110112,112,1
74,1110120,1110600,480,1
72,1110600,1110840,240,1
77,1110840,1111020,180,1
72,1111020,1111080,60,1
81,1111080,1111260,180,1
77,1111260,1111320,60,1
72,1111320,1111500,180,1
69,1111500,1111560,60,1
72,1111560,1111920,360,1
71,1111920,1112040,120,1
70,1112040,1112280,240,1
64,1112280,1112460,180,1
60,1112460,1112520,60,1
67,1112280,1112520,240,1
65,1112520,1112700,180,1
60,1112700,1112760,60,1
69,1112520,1112760,240,1
67,1112760,1112940,180,1
60,1112940,1113000,60,1
70,1112760,1113000,240,1
72,1113000,1113120,120,1
74,1113120,1113240,120,1
69,1113000,1113240,240,1
76,1113240,1113360,120,1
77,1113360,1113480,120,1
65,1113480,1114200,720,1
60,1113480,1114200,720,1
69,1114200,1114320,120,1
67,1114320,1114440,120,1
64,1114200,1114440,240,1
65,1114440,1114920,480,1
72,1115160,1115400,240,1
74,1115400,1115530,130,1
72,1115520,1115650,130,1
70,1115640,1115770,130,1
69,1115760,1115890,130,1
67,1115880,1116360,480,1
66,1116360,1116595,235,1
66,1116600,1116840,240,1
67,1116840,1117080,240,1
69,1117080,1117260,180,1
66,1117080,1117260,180,1
69,1117320,1117800,480,1
66,1117320,1117800,480,1
70,1117800,1118016,216,1
67,1117800,1118016,216,1
64,1118040,1118280,240,1
65,1118280,1118520,240,1
67,1118520,1118700,180,1
64,1118520,1118700,180,1
69,1118760,1119000,240,1
70,1119000,1119240,240,1
72,1119240,1119480,240,1
73,1119480,1119720,240,1
76,1119720,1119850,130,1
65,1118760,1119960,1200,1
74,1119840,1119970,130,1
72,1119960,1120090,130,1
70,1120080,1120210,130,1
67,1120080,1120210,130,1
65,1120200,1120680,480,1
69,1120200,1120680,480,1
67,1120680,1120920,240,1
64,1120680,1120920,240,1
72,1120920,1121160,240,1
72,1121160,1121400,240,1
72,1121400,1121640,240,1
82,1121640,1122360,720,1
81,1122360,1122600,240,1
79,1122600,1122840,240,1
70,1122600,1122840,240,1
77,1122840,1123080,240,1
69,1122840,1123080,240,1
77,1123080,1123560,480,1
76,1123560,1123800,240,1
75,1123800,1124040,240,1
67,1123080,1124040,960,1
72,1121640,1124040,2400,1
75,1124040,1124280,240,1
75,1124280,1124520,240,1
75,1124520,1124550,30,1
77,1124550,1124580,30,1
75,1124580,1124610,30,1
77,1124610,1124640,30,1
75,1124640,1124670,30,1
77,1124670,1124700,30,1
75,1124700,1124730,30,1
77,1124730,1124760,30,1
75,1124760,1124880,120,1
77,1124880,1125000,120,1
79,1125000,1125240,240,1
77,1125240,1125360,120,1
75,1125360,1125475,115,1
75,1125480,1125600,120,1
74,1125600,1125716,116,1
74,1125720,1125840,120,1
73,1125840,1125955,115,1
73,1125960,1126440,480,1
74,1126440,1126680,240,1
77,1126680,1126800,120,1
76,1126800,1126920,120,1
79,1126920,1127040,120,1
77,1127040,1127160,120,1
76,1127160,1127280,120,1
74,1127280,1127395,115,1
74,1127400,1127880,480,1
72,1127880,1128120,240,1
77,1128120,1128300,180,1
72,1128300,1128360,60,1
81,1128360,1128540,180,1
77,1128540,1128600,60,1
72,1128600,1128780,180,1
69,1128780,1128840,60,1
72,1128840,1129200,360,1
71,1129200,1129320,120,1
70,1129320,1129560,240,1
64,1129560,1129740,180,1
60,1129740,1129800,60,1
67,1129560,1129800,240,1
65,1129800,1129980,180,1
60,1129980,1130040,60,1
69,1129800,1130040,240,1
67,1130040,1130220,180,1
60,1130220,1130280,60,1
70,1130040,1130280,240,1
72,1130280,1130400,120,1
74,1130400,1130520,120,1
69,1130280,1130520,240,1
76,1130520,1130640,120,1
77,1130640,1130760,120,1
65,1130760,1131480,720,1
60,1130760,1131480,720,1
69,1131480,1131600,120,1
67,1131600,1131720,120,1
64,1131480,1131720,240,1
65,1131720,1132200,480,1
60,1132440,1132668,228,1
68,1132440,1132668,228,1
60,1132680,1132908,228,1
68,1132680,1132908,228,1
68,1132920,1133148,228,1
60,1132920,1133148,228,1
60,1133160,1133880,720,1
68,1133160,1133880,720,1
58,1133880,1134120,240,1
67,1133880,1134120,240,1
61,1134120,1134360,240,1
70,1134120,1134360,240,1
64,1134360,1134600,240,1
55,1134360,1134600,240,1
56,1134600,1135320,720,1
65,1134600,1135320,720,1
68,1135320,1135548,228,1
72,1135320,1135548,228,1
68,1135560,1135788,228,1
72,1135560,1135788,228,1
72,1135800,1136028,228,1
68,1135800,1136028,228,1
72,1136040,1136760,720,1
73,1136760,1137000,240,1
72,1137000,1137240,240,1
70,1137240,1137420,180,1
72,1137420,1137480,60,1
67,1136040,1137480,1440,1
67,1137480,1137720,240,1
70,1137480,1137720,240,1
68,1137720,1137960,240,1
65,1137720,1137960,240,1
68,1138200,1138440,240,1
70,1138440,1138680,240,1
72,1138680,1138920,240,1
75,1138920,1139160,240,1
73,1139160,1139400,240,1
72,1139610,1139640,30,1
73,1139640,1139850,210,1
72,1139850,1139880,30,1
73,1139880,1140090,210,1
72,1140090,1140120,30,1
73,1140120,1140360,240,1
73,1140360,1140480,120,1
75,1140480,1140520,40,1
73,1140520,1140560,40,1
72,1140560,1140600,40,1
73,1140600,1140720,120,1
75,1140720,1140840,120,1
77,1140840,1141560,720,1
75,1141560,1141680,120,1
73,1141680,1141800,120,1
72,1141800,1141920,120,1
75,1141920,1142040,120,1
73,1142040,1142160,120,1
70,1142160,1142280,120,1
68,1142280,1143000,720,1
72,1143000,1143120,120,1
70,1143120,1143240,120,1
67,1143000,1143240,240,1
68,1143240,1143720,480,1
68,1143960,1144188,228,1
60,1143960,1144188,228,1
68,1144200,1144428,228,1
60,1144200,1144428,228,1
68,1144440,1144668,228,1
60,1144440,1144668,228,1
68,1144680,1145400,720,1
60,1144680,1145400,720,1
67,1145400,1145640,240,1
58,1145400,1145640,240,1
70,1145640,1145880,240,1
61,1145640,1145880,240,1
64,1145880,1146120,240,1
55,1145880,1146120,240,1
65,1146120,1146840,720,1
56,1146120,1146840,720,1
72,1146840,1147068,228,1
68,1146840,1147068,228,1
72,1147080,1147308,228,1
68,1147080,1147308,228,1
72,1147320,1147548,228,1
68,1147320,1147548,228,1
72,1147560,1148280,720,1
73,1148280,1148520,240,1
72,1148520,1148760,240,1
70,1148760,1148940,180,1
72,1148940,1149000,60,1
67,1147560,1149000,1440,1
70,1149000,1149240,240,1
67,1149000,1149240,240,1
68,1149240,1149480,240,1
65,1149240,1149480,240,1
68,1149720,1149960,240,1
70,1149960,1150200,240,1
72,1150200,1150440,240,1
75,1150440,1150680,240,1
73,1150680,1150920,240,1
72,1151130,1151160,30,1
73,1151160,1151370,210,1
72,1151370,1151400,30,1
73,1151400,1151610,210,1
72,1151610,1151640,30,1
73,1151640,1151880,240,1
73,1151880,1152000,120,1
75,1152000,1152040,40,1
73,1152040,1152080,40,1
72,1152080,1152120,40,1
73,1152120,1152240,120,1
75,1152240,1152360,120,1
77,1152360,1153080,720,1
75,1153080,1153200,120,1
73,1153200,1153320,120,1
72,1153320,1153440,120,1
75,1153440,1153560,120,1
73,1153560,1153680,120,1
70,1153680,1153800,120,1
68,1153800,1154520,720,1
72,1154520,1154640,120,1
70,1154640,1154760,120,1
67,1154520,1154760,240,1
68,1154760,1155240,480,1
63,1155480,1155720,240,1
68,1155720,1155960,240,1
72,1155960,1156200,240,1
75,1156200,1156920,720,1
73,1156920,1157040,120,1
72,1157040,1157160,120,1
70,1157160,1157400,240,1
68,1157400,1157580,180,1
72,1157640,1158120,480,1
70,1158120,1158360,240,1
60,1158360,1158600,240,1
65,1158600,1158840,240,1
68,1158840,1159080,240,1
72,1159080,1159800,720,1
70,1159800,1159920,120,1
68,1159920,1160040,120,1
67,1160040,1160280,240,1
65,1160280,1160460,180,1
68,1160520,1161000,480,1
65,1160520,1161000,480,1
64,1161000,1161240,240,1
67,1161000,1161240,240,1
72,1161240,1161480,240,1
77,1161480,1161720,240,1
80,1161720,1161960,240,1
79,1161960,1162200,240,1
77,1162200,1162440,240,1
72,1162680,1162920,240,1
77,1162920,1163160,240,1
80,1163160,1163400,240,1
79,1163400,1163640,240,1
77,1163640,1163880,240,1
72,1164120,1164348,228,1
69,1164120,1164348,228,1
75,1164120,1164348,228,1
77,1164120,1164348,228,1
77,1164360,1164588,228,1
75,1164360,1164588,228,1
69,1164360,1164588,228,1
72,1164360,1164588,228,1
77,1164600,1164828,228,1
75,1164600,1164828,228,1
69,1164600,1164828,228,1
72,1164600,1164828,228,1
73,1164840,1164960,120,1
77,1164840,1164960,120,1
70,1164960,1165068,108,1
73,1164960,1165068,108,1
73,1165080,1165200,120,1
70,1165080,1165200,120,1
67,1165200,1165308,108,1
70,1165200,1165308,108,1
68,1165320,1165740,420,1
65,1165320,1165740,420,1
68,1165740,1165800,60,1
64,1165800,1166040,240,1
67,1165800,1166040,240,1
65,1166040,1166160,120,1
67,1166160,1166280,120,1
65,1166280,1166760,480,1
63,1167000,1167240,240,1
68,1167240,1167480,240,1
72,1167480,1167720,240,1
75,1167720,1168440,720,1
73,1168440,1168560,120,1
72,1168560,1168680,120,1
70,1168680,1168920,240,1
68,1168920,1169100,180,1
72,1169160,1169640,480,1
70,1169640,1169880,240,1
60,1169880,1170120,240,1
65,1170120,1170360,240,1
68,1170360,1170600,240,1
72,1170600,1171320,720,1
70,1171320,1171440,120,1
68,1171440,1171560,120,1
67,1171560,1171800,240,1
65,1171800,1171980,180,1
68,1172040,1172520,480,1
65,1172040,1172520,480,1
67,1172520,1172760,240,1
64,1172520,1172760,240,1
72,1172760,1173000,240,1
77,1173000,1173240,240,1
80,1173240,1173480,240,1
79,1173480,1173720,240,1
77,1173720,1173960,240,1
72,1174200,1174440,240,1
77,1174440,1174680,240,1
80,1174680,1174920,240,1
79,1174920,1175160,240,1
77,1175160,1175400,240,1
77,1175640,1175868,228,1
72,1175640,1175868,228,1
69,1175640,1175868,228,1
75,1175640,1175868,228,1
77,1175880,1176108,228,1
69,1175880,1176108,228,1
72,1175880,1176108,228,1
75,1175880,1176108,228,1
77,1176120,1176348,228,1
69,1176120,1176348,228,1
72,1176120,1176348,228,1
75,1176120,1176348,228,1
77,1176360,1176480,120,1
73,1176360,1176480,120,1
73,1176480,1176588,108,1
70,1176480,1176588,108,1
73,1176600,1176720,120,1
70,1176600,1176720,120,1
67,1176720,1176828,108,1
70,1176720,1176828,108,1
68,1176840,1177260,420,1
65,1176840,1177260,420,1
68,1177260,1177320,60,1
67,1177320,1177560,240,1
64,1177320,1177560,240,1
65,1177560,1177680,120,1
67,1177680,1177800,120,1
65,1177800,1178280,480,1
60,1178520,1178748,228,1
68,1178520,1178748,228,1
68,1178760,1178988,228,1
60,1178760,1178988,228,1
68,1179000,1179228,228,1
60,1179000,1179228,228,1
68,1179240,1179960,720,1
60,1179240,1179960,720,1
58,1179960,1180200,240,1
67,1179960,1180200,240,1
61,1180200,1180440,240,1
70,1180200,1180440,240,1
64,1180440,1180680,240,1
55,1180440,1180680,240,1
65,1180680,1181400,720,1
56,1180680,1181400,720,1
68,1181400,1181628,228,1
72,1181400,1181628,228,1
68,1181640,1181868,228,1
72,1181640,1181868,228,1
72,1181880,1182108,228,1
68,1181880,1182108,228,1
68,1182120,1182840,720,1
72,1182120,1182840,720,1
70,1182840,1183080,240,1
67,1182840,1183080,240,1
73,1183080,1183320,240,1
70,1183080,1183320,240,1
64,1182120,1183320,1200,1
64,1183320,1183560,240,1
60,1183320,1183560,240,1
58,1183327,1183567,240,1
65,1183560,1184040,480,1
60,1183560,1184040,480,1
56,1183560,1184040,480,1
72,1184280,1184520,240,1
72,1184520,1184760,240,1
72,1184760,1185000,240,1
72,1185000,1185120,120,1
74,1185120,1185160,40,1
72,1185160,1185200,40,1
71,1185200,1185240,40,1
72,1185240,1185360,120,1
77,1185360,1185480,120,1
72,1185480,1185600,120,1
69,1185720,1185960,240,1
72,1185960,1186200,240,1
64,1186200,1186440,240,1
67,1186440,1186920,480,1
65,1186920,1187160,240,1
65,1187160,1187400,240,1
60,1187160,1187400,240,1
67,1187400,1187640,240,1
64,1187400,1187640,240,1
69,1187640,1187880,240,1
60,1187640,1187880,240,1
65,1187640,1187880,240,1
70,1187880,1188240,360,1
65,1187880,1188240,360,1
72,1188240,1188300,60,1
74,1188300,1188360,60,1
72,1188360,1188480,120,1
65,1188600,1188840,240,1
64,1188840,1189080,240,1
65,1189080,1189320,240,1
59,1188840,1189320,480,1
69,1189320,1189800,480,1
65,1189320,1189800,480,1
67,1189800,1190040,240,1
64,1189800,1190040,240,1
67,1190040,1190280,240,1
60,1189320,1190280,960,1
67,1190280,1190520,240,1
67,1190520,1190700,180,1
67,1190700,1190760,60,1
79,1190760,1191120,360,1
74,1191120,1191180,60,1
71,1191180,1191240,60,1
67,1191240,1191480,240,1
67,1191480,1191720,240,1
67,1191720,1191960,240,1
67,1191960,1192140,180,1
67,1192140,1192200,60,1
79,1192200,1192860,660,1
81,1192860,1192890,30,1
83,1192890,1192920,30,1
84,1192920,1193040,120,1
83,1193040,1193160,120,1
81,1193160,1193280,120,1
79,1193280,1193400,120,1
77,1193400,1193520,120,1
76,1193520,1193640,120,1
73,1193640,1193760,120,1
74,1193760,1193880,120,1
77,1193880,1194000,120,1
81,1194000,1194120,120,1
72,1194120,1194840,720,1
76,1194840,1194960,120,1
74,1194960,1195080,120,1
71,1194840,1195080,240,1
72,1195080,1195560,480,1
72,1195800,1196040,240,1
74,1196040,1196170,130,1
72,1196160,1196290,130,1
70,1196280,1196410,130,1
69,1196400,1196530,130,1
67,1196520,1197000,480,1
66,1197000,1197235,235,1
66,1197240,1197480,240,1
67,1197480,1197720,240,1
69,1197720,1197900,180,1
66,1197720,1197900,180,1
69,1197960,1198440,480,1
66,1197960,1198440,480,1
70,1198440,1198656,216,1
67,1198440,1198656,216,1
64,1198680,1198920,240,1
65,1198920,1199160,240,1
67,1199160,1199340,180,1
64,1199160,1199340,180,1
69,1199400,1199640,240,1
70,1199640,1199880,240,1
72,1199880,1200120,240,1
73,1200120,1200360,240,1
76,1200360,1200490,130,1
65,1199400,1200600,1200,1
74,1200480,1200610,130,1
72,1200600,1200730,130,1
70,1200720,1200850,130,1
67,1200720,1200850,130,1
65,1200840,1201320,480,1
69,1200840,1201320,480,1
67,1201320,1201560,240,1
64,1201320,1201560,240,1
72,1201560,1201788,228,1
72,1201800,1202028,228,1
72,1202040,1202268,228,1
82,1202280,1203000,720,1
81,1203000,1203240,240,1
79,1203240,1203480,240,1
70,1203240,1203480,240,1
77,1203480,1203720,240,1
69,1203480,1203720,240,1
77,1203720,1204200,480,1
76,1204200,1204428,228,1
75,1204440,1204668,228,1
67,1203720,1204680,960,1
72,1202280,1204680,2400,1
75,1204680,1204908,228,1
75,1204920,1205148,228,1
75,1205160,1205190,30,1
77,1205190,1205220,30,1
75,1205220,1205250,30,1
77,1205250,1205280,30,1
75,1205280,1205310,30,1
77,1205310,1205340,30,1
75,1205340,1205370,30,1
77,1205370,1205400,30,1
75,1205400,1205520,120,1
77,1205520,1205640,120,1
79,1205640,1205880,240,1
77,1205880,1206000,120,1
75,1206000,1206108,108,1
75,1206120,1206240,120,1
74,1206240,1206348,108,1
74,1206360,1206480,120,1
73,1206480,1206588,108,1
73,1206600,1207080,480,1
74,1207080,1207320,240,1
77,1207320,1207440,120,1
76,1207440,1207560,120,1
79,1207560,1207680,120,1
77,1207680,1207800,120,1
76,1207800,1207920,120,1
74,1207920,1208036,116,1
74,1208040,1208520,480,1
72,1208520,1208760,240,1
77,1208760,1208940,180,1
72,1208940,1209000,60,1
81,1209000,1209180,180,1
77,1209180,1209240,60,1
72,1209240,1209420,180,1
69,1209420,1209480,60,1
72,1209480,1209840,360,1
71,1209840,1209960,120,1
70,1209960,1210200,240,1
64,1210200,1210380,180,1
60,1210380,1210440,60,1
67,1210200,1210440,240,1
65,1210440,1210620,180,1
60,1210620,1210680,60,1
69,1210440,1210680,240,1
67,1210680,1210860,180,1
60,1210860,1210920,60,1
70,1210680,1210920,240,1
72,1210920,1211040,120,1
74,1211040,1211160,120,1
69,1210920,1211160,240,1
76,1211160,1211280,120,1
77,1211280,1211400,120,1
65,1211400,1212120,720,1
60,1211400,1212120,720,1
69,1212120,1212240,120,1
67,1212240,1212360,120,1
64,1212120,1212360,240,1
65,1212360,1212840,480,1
69,1213080,1213308,228,1
60,1213080,1213308,228,1
69,1213320,1213548,228,1
60,1213320,1213548,228,1
69,1213560,1213788,228,1
60,1213560,1213788,228,1
60,1213800,1214520,720,1
69,1213800,1214520,720,1
57,1214520,1214760,240,1
65,1214520,1214760,240,1
70,1214760,1215000,240,1
67,1214760,1215000,240,1
67,1215000,1215240,240,1
64,1215000,1215240,240,1
69,1215240,1215960,720,1
72,1215240,1215960,720,1
69,1215960,1216188,228,1
77,1215960,1216188,228,1
77,1216200,1216428,228,1
69,1216200,1216428,228,1
69,1216440,1216668,228,1
77,1216440,1216668,228,1
65,1216680,1217400,720,1
69,1216680,1217400,720,1
72,1217400,1217640,240,1
69,1217400,1217640,240,1
70,1217640,1217880,240,1
67,1217640,1217880,240,1
67,1217880,1218120,240,1
58,1217880,1218120,240,1
64,1217880,1218120,240,1
57,1218120,1218600,480,1
65,1218120,1218600,480,1
60,1075560,1076520,960,0
57,1075560,1076520,960,0
53,1075560,1076520,960,0
48,1076520,1077000,480,0
58,1076520,1077000,480,0
55,1076520,1077000,480,0
58,1077000,1077480,480,0
57,1077480,1077720,240,0
50,1077000,1077720,720,0
57,1077720,1077960,240,0
