pitch,on,off,length,hand
67,3889800,3889920,120,1
76,3889680,3889930,250,1
67,3890040,3890160,120,1
77,3889920,3890160,240,1
67,3890280,3890400,120,1
76,3890160,3890410,250,1
67,3890520,3890640,120,1
77,3890400,3890640,240,1
67,3890760,3890880,120,1
76,3890640,3890890,250,1
67,3891000,3891120,120,1
77,3890880,3891120,240,1
76,3891120,3891210,90,1
64,3891720,3891840,120,1
70,3891840,3891930,90,1
60,3891960,3892080,120,1
64,3892080,3892200,120,1
67,3892200,3892320,120,1
70,3892320,3892410,90,1
76,3892440,3892560,120,1
82,3892560,3892680,120,1
81,3892680,3892800,120,1
79,3892800,3892920,120,1
77,3892920,3893040,120,1
76,3893040,3893160,120,1
74,3893160,3893280,120,1
72,3893280,3893400,120,1
74,3893400,3893520,120,1
72,3893520,3893640,120,1
70,3893640,3893760,120,1
69,3893760,3893880,120,1
67,3893880,3894000,120,1
75,3894120,3894240,120,1
65,3894000,3894250,250,1
75,3894360,3894480,120,1
66,3894240,3894480,240,1
75,3894600,3894720,120,1
65,3894480,3894730,250,1
75,3894840,3894960,120,1
66,3894720,3894960,240,1
75,3895080,3895200,120,1
68,3894960,3895210,250,1
75,3895320,3895440,120,1
66,3895200,3895440,240,1
75,3895560,3895680,120,1
65,3895440,3895690,250,1
75,3895800,3895920,120,1
66,3895680,3895920,240,1
75,3896040,3896160,120,1
65,3895920,3896170,250,1
75,3896280,3896400,120,1
66,3896160,3896400,240,1
75,3896520,3896640,120,1
68,3896400,3896650,250,1
75,3896760,3896880,120,1
66,3896640,3896880,240,1
65,3896880,3896970,90,1
69,3897480,3897600,120,1
75,3897600,3897690,90,1
65,3897720,3897840,120,1
69,3897840,3897960,120,1
72,3897960,3898080,120,1
75,3898080,3898170,90,1
81,3898200,3898320,120,1
87,3898320,3898440,120,1
86,3898440,3898560,120,1
84,3898560,3898680,120,1
82,3898680,3898800,120,1
81,3898800,3898920,120,1
79,3898920,3899040,120,1
77,3899040,3899160,120,1
79,3899160,3899280,120,1
77,3899280,3899400,120,1
75,3899400,3899520,120,1
74,3899520,3899640,120,1
72,3899640,3899760,120,1
74,3899760,3900000,240,1
74,3900240,3900480,240,1
72,3900480,3900720,240,1
72,3900960,3901200,240,1
75,3901200,3902400,1200,1
74,3902400,3902640,240,1
75,3902640,3902880,240,1
75,3903120,3903360,240,1
74,3903360,3903600,240,1
74,3903840,3904080,240,1
79,3904080,3905280,1200,1
77,3905280,3905520,240,1
77,3905520,3905760,240,1
76,3905760,3906000,240,1
72,3906000,3906480,480,1
74,3906480,3906720,240,1
75,3906720,3906956,236,1
75,3906960,3907200,240,1
74,3907200,3907440,240,1
70,3907440,3907920,480,1
72,3907920,3908160,240,1
73,3908160,3908640,480,1
72,3908640,3908880,240,1
73,3908880,3909360,480,1
72,3909360,3909600,240,1
70,3909600,3909840,240,1
69,3909840,3910560,720,1
72,3910560,3910800,240,1
74,3911280,3911400,120,1
70,3911400,3911520,120,1
65,3911520,3911640,120,1
70,3911640,3911760,120,1
74,3911760,3911880,120,1
70,3911880,3912000,120,1
72,3912000,3912120,120,1
69,3912120,3912240,120,1
65,3912240,3912360,120,1
69,3912360,3912480,120,1
72,3912480,3912600,120,1
69,3912600,3912720,120,1
75,3912720,3912840,120,1
70,3912840,3912960,120,1
67,3912960,3913080,120,1
70,3913080,3913200,120,1
75,3913200,3913320,120,1
70,3913320,3913440,120,1
75,3913440,3913560,120,1
70,3913560,3913680,120,1
75,3913680,3913800,120,1
70,3913800,3913920,120,1
74,3913920,3914040,120,1
69,3914040,3914160,120,1
75,3914160,3914280,120,1
70,3914280,3914400,120,1
67,3914400,3914520,120,1
70,3914520,3914640,120,1
75,3914640,3914760,120,1
70,3914760,3914880,120,1
74,3914880,3915000,120,1
69,3915000,3915120,120,1
65,3915120,3915240,120,1
69,3915240,3915360,120,1
74,3915360,3915480,120,1
69,3915480,3915600,120,1
79,3915600,3915720,120,1
70,3915720,3915840,120,1
67,3915840,3915960,120,1
70,3915960,3916080,120,1
79,3916080,3916200,120,1
70,3916200,3916320,120,1
79,3916320,3916440,120,1
70,3916440,3916560,120,1
79,3916560,3916680,120,1
70,3916680,3916800,120,1
77,3916800,3916920,120,1
70,3916920,3917040,120,1
67,3917400,3917520,120,1
70,3917520,3917640,120,1
76,3917640,3917760,120,1
69,3918120,3918240,120,1
72,3918240,3918360,120,1
75,3918360,3918480,120,1
67,3918840,3918960,120,1
70,3918960,3919080,120,1
74,3919080,3919200,120,1
63,3919560,3919680,120,1
67,3919680,3919800,120,1
72,3919800,3919920,120,1
62,3920280,3920400,120,1
65,3920400,3920520,120,1
70,3920520,3920640,120,1
63,3921000,3921120,120,1
65,3921120,3921240,120,1
69,3921240,3921360,120,1
62,3923760,3924000,240,1
65,3924000,3924240,240,1
66,3924240,3924480,240,1
69,3924480,3924720,240,1
72,3924720,3924960,240,1
75,3924960,3925200,240,1
78,3925200,3925440,240,1
81,3925440,3925680,240,1
84,3925680,3925920,240,1
81,3925920,3926160,240,1
78,3926160,3926400,240,1
75,3926400,3926640,240,1
74,3926640,3926880,240,1
66,3926880,3927120,240,1
69,3927120,3927360,240,1
67,3927360,3927600,240,1
73,3927600,3927840,240,1
74,3927840,3928080,240,1
78,3928080,3928320,240,1
79,3928320,3928560,240,1
85,3928560,3928800,240,1
86,3928800,3929040,240,1
81,3929040,3929280,240,1
82,3929280,3929520,240,1
78,3929520,3929760,240,1
79,3929760,3930000,240,1
77,3930240,3930480,240,1
76,3930480,3930720,240,1
76,3930960,3931200,240,1
85,3931200,3931440,240,1
85,3931680,3931920,240,1
84,3931920,3932160,240,1
84,3932400,3932640,240,1
76,3932640,3932880,240,1
76,3933120,3933360,240,1
77,3933360,3933600,240,1
84,3933600,3933840,240,1
79,3933840,3934080,240,1
82,3934080,3934320,240,1
80,3934320,3934560,240,1
76,3934560,3934800,240,1
79,3934800,3935040,240,1
77,3935040,3935280,240,1
75,3935280,3935520,240,1
73,3935520,3935760,240,1
72,3935760,3936480,720,1
71,3936480,3937200,720,1
77,3937200,3937920,720,1
71,3937920,3938640,720,1
67,3938880,3939120,240,1
72,3938880,3939120,240,1
64,3938880,3939120,240,1
74,3939120,3939240,120,1
65,3939120,3939240,120,1
71,3939120,3939240,120,1
71,3939600,3939840,240,1
65,3939600,3939840,240,1
74,3939600,3939840,240,1
76,3939840,3939960,120,1
67,3939840,3939960,120,1
70,3939840,3939960,120,1
70,3940320,3940560,240,1
76,3940320,3940560,240,1
67,3940320,3940560,240,1
77,3940560,3940680,120,1
69,3940560,3940680,120,1
72,3940560,3940680,120,1
69,3941040,3941280,240,1
72,3941040,3941280,240,1
78,3941040,3941280,240,1
70,3941280,3941400,120,1
76,3941280,3941400,120,1
79,3941280,3941400,120,1
79,3941760,3942000,240,1
70,3941760,3942000,240,1
76,3941760,3942000,240,1
77,3942000,3942120,120,1
72,3942000,3942120,120,1
81,3942000,3942120,120,1
81,3942480,3942720,240,1
72,3942480,3942720,240,1
78,3942480,3942720,240,1
79,3942720,3942840,120,1
82,3942720,3942840,120,1
76,3942720,3942840,120,1
76,3942960,3944400,1440,1
79,3942960,3944400,1440,1
82,3942960,3944520,1560,1
84,3944520,3944652,132,1
86,3944640,3944772,132,1
84,3944760,3944892,132,1
82,3944880,3945012,132,1
81,3945000,3945132,132,1
79,3945120,3945252,132,1
81,3945240,3945372,132,1
82,3945360,3945492,132,1
81,3945480,3945612,132,1
79,3945600,3945732,132,1
77,3945720,3945852,132,1
76,3945840,3945972,132,1
77,3945960,3946092,132,1
79,3946080,3946212,132,1
77,3946200,3946332,132,1
76,3946320,3946452,132,1
74,3946440,3946572,132,1
72,3946560,3946692,132,1
73,3946680,3946812,132,1
74,3946800,3946932,132,1
72,3946920,3947052,132,1
70,3947040,3947172,132,1
69,3947160,3947292,132,1
67,3947280,3947412,132,1
69,3947400,3947532,132,1
70,3947520,3947652,132,1
69,3947640,3947772,132,1
67,3947760,3947892,132,1
65,3947880,3948012,132,1
64,3948000,3948132,132,1
65,3948120,3948252,132,1
67,3948240,3948372,132,1
65,3948360,3948492,132,1
64,3948480,3948612,132,1
62,3948600,3948720,120,1
84,3951720,3951852,132,1
83,3951840,3951972,132,1
84,3951960,3952092,132,1
89,3952080,3952212,132,1
84,3952200,3952332,132,1
82,3952320,3952452,132,1
81,3952440,3952572,132,1
80,3952560,3952692,132,1
81,3952680,3952812,132,1
84,3952800,3952932,132,1
81,3952920,3953052,132,1
79,3953040,3953172,132,1
77,3953160,3953292,132,1
76,3953280,3953412,132,1
77,3953400,3953532,132,1
81,3953520,3953652,132,1
77,3953640,3953772,132,1
74,3953760,3953892,132,1
72,3953880,3954012,132,1
71,3954000,3954132,132,1
72,3954120,3954252,132,1
77,3954240,3954372,132,1
72,3954360,3954492,132,1
70,3954480,3954612,132,1
69,3954600,3954732,132,1
68,3954720,3954852,132,1
69,3954840,3954972,132,1
72,3954960,3955092,132,1
69,3955080,3955212,132,1
65,3955200,3955320,120,1
77,3955320,3955440,120,1
64,3955440,3955560,120,1
77,3955560,3955680,120,1
65,3955680,3955800,120,1
77,3955800,3955920,120,1
67,3955920,3956040,120,1
77,3956040,3956160,120,1
65,3956160,3956280,120,1
77,3956280,3956400,120,1
67,3956400,3956520,120,1
77,3956520,3956640,120,1
69,3956640,3956760,120,1
77,3956760,3956880,120,1
67,3956880,3957000,120,1
77,3957000,3957120,120,1
69,3957120,3957240,120,1
77,3957240,3957360,120,1
70,3957360,3957480,120,1
77,3957480,3957600,120,1
70,3957600,3957720,120,1
77,3957720,3957840,120,1
69,3957840,3957960,120,1
77,3957960,3958080,120,1
70,3958080,3958200,120,1
77,3958200,3958320,120,1
70,3958320,3958440,120,1
77,3958440,3958560,120,1
69,3958560,3958680,120,1
77,3958680,3958800,120,1
68,3958800,3958920,120,1
77,3958920,3959040,120,1
68,3959040,3959160,120,1
77,3959160,3959280,120,1
68,3959280,3959400,120,1
77,3959400,3959520,120,1
76,3959520,3959760,240,1
67,3959520,3959760,240,1
84,3960360,3960492,132,1
83,3960480,3960612,132,1
84,3960600,3960732,132,1
89,3960720,3960852,132,1
84,3960840,3960972,132,1
82,3960960,3961092,132,1
81,3961080,3961212,132,1
80,3961200,3961332,132,1
81,3961320,3961452,132,1
84,3961440,3961572,132,1
81,3961560,3961692,132,1
79,3961680,3961812,132,1
77,3961800,3961932,132,1
76,3961920,3962052,132,1
77,3962040,3962172,132,1
81,3962160,3962292,132,1
77,3962280,3962412,132,1
74,3962400,3962532,132,1
72,3962520,3962652,132,1
71,3962640,3962772,132,1
72,3962760,3962892,132,1
77,3962880,3963012,132,1
72,3963000,3963132,132,1
70,3963120,3963252,132,1
69,3963240,3963372,132,1
68,3963360,3963492,132,1
69,3963480,3963612,132,1
72,3963600,3963732,132,1
69,3963720,3963852,132,1
65,3963840,3963960,120,1
77,3963960,3964080,120,1
64,3964080,3964200,120,1
77,3964200,3964320,120,1
65,3964320,3964440,120,1
77,3964440,3964560,120,1
67,3964560,3964680,120,1
77,3964680,3964800,120,1
65,3964800,3964920,120,1
77,3964920,3965040,120,1
67,3965040,3965160,120,1
77,3965160,3965280,120,1
69,3965280,3965400,120,1
77,3965400,3965520,120,1
67,3965520,3965640,120,1
77,3965640,3965760,120,1
69,3965760,3965880,120,1
77,3965880,3966000,120,1
70,3966000,3966120,120,1
77,3966120,3966240,120,1
70,3966240,3966360,120,1
77,3966360,3966480,120,1
69,3966480,3966600,120,1
77,3966600,3966720,120,1
70,3966720,3966840,120,1
77,3966840,3966960,120,1
70,3966960,3967080,120,1
77,3967080,3967200,120,1
69,3967200,3967320,120,1
77,3967320,3967440,120,1
68,3967440,3967560,120,1
77,3967560,3967680,120,1
67,3968160,3968280,120,1
76,3968280,3968400,120,1
66,3968880,3969000,120,1
75,3969000,3969120,120,1
62,3969840,3969960,120,1
67,3969960,3970080,120,1
70,3970080,3970200,120,1
74,3970200,3970320,120,1
72,3970320,3970452,132,1
70,3970440,3970572,132,1
69,3970560,3970692,132,1
67,3970680,3970812,132,1
65,3970800,3970932,132,1
64,3970920,3971052,132,1
65,3971040,3971160,120,1
60,3971280,3971520,240,1
60,3971520,3971700,180,1
64,3971700,3971760,60,1
70,3971760,3972720,960,1
69,3972720,3972840,120,1
67,3972960,3973080,120,1
67,3973200,3973440,240,1
65,3973440,3973920,480,1
65,3973920,3974580,660,1
64,3974580,3974640,60,1
70,3974640,3975600,960,1
69,3975600,3975720,120,1
67,3975840,3975960,120,1
71,3976080,3976800,720,1
72,3976800,3977040,240,1
64,3977460,3977520,60,1
70,3977520,3978480,960,1
69,3978480,3978600,120,1
67,3978720,3978840,120,1
65,3978960,3979440,480,1
69,3979440,3980160,720,1
72,3980160,3980880,720,1
70,3980880,3981600,720,1
67,3981600,3981840,240,1
65,3981840,3982080,240,1
85,3982560,3983280,720,1
73,3982560,3983280,720,1
86,3983280,3984000,720,1
74,3983280,3984000,720,1
74,3984000,3984720,720,1
84,3984000,3984720,720,1
82,3984720,3985440,720,1
74,3984720,3985440,720,1
81,3985440,3986160,720,1
74,3985440,3986160,720,1
74,3986160,3986880,720,1
79,3986160,3986880,720,1
74,3986880,3987600,720,1
78,3986880,3987600,720,1
72,3986880,3987600,720,1
79,3987600,3987720,120,1
74,3987720,3987840,120,1
70,3987840,3987960,120,1
74,3987960,3988080,120,1
79,3988080,3988200,120,1
74,3988200,3988320,120,1
81,3988320,3988440,120,1
74,3988440,3988560,120,1
72,3988560,3988680,120,1
74,3988680,3988800,120,1
81,3988800,3988920,120,1
74,3988920,3989040,120,1
82,3989040,3989160,120,1
79,3989160,3989280,120,1
74,3989280,3989400,120,1
79,3989400,3989520,120,1
82,3989520,3989640,120,1
79,3989640,3989760,120,1
83,3989760,3989880,120,1
79,3989880,3990000,120,1
74,3990000,3990120,120,1
79,3990120,3990240,120,1
83,3990240,3990360,120,1
79,3990360,3990480,120,1
84,3990480,3990960,480,1
86,3990960,3991080,120,1
84,3991080,3991200,120,1
82,3991200,3991680,480,1
84,3991680,3991800,120,1
82,3991800,3991920,120,1
81,3991920,3992400,480,1
82,3992400,3992520,120,1
81,3992520,3992640,120,1
79,3992640,3993120,480,1
81,3993120,3993240,120,1
79,3993240,3993360,120,1
77,3993360,3993840,480,1
79,3993840,3993960,120,1
77,3993960,3994080,120,1
76,3994080,3994560,480,1
77,3994560,3994680,120,1
76,3994680,3994800,120,1
79,3994800,3994932,132,1
77,3994920,3995052,132,1
76,3995040,3995172,132,1
77,3995160,3995292,132,1
76,3995280,3995412,132,1
77,3995400,3995532,132,1
81,3995520,3995652,132,1
79,3995640,3995772,132,1
78,3995760,3995892,132,1
79,3995880,3996012,132,1
78,3996000,3996132,132,1
79,3996120,3996252,132,1
81,3996240,3996372,132,1
79,3996360,3996492,132,1
77,3996480,3996612,132,1
79,3996600,3996732,132,1
81,3996720,3996852,132,1
82,3996840,3996972,132,1
84,3996960,3997092,132,1
82,3997080,3997212,132,1
81,3997200,3997332,132,1
82,3997320,3997452,132,1
84,3997440,3997572,132,1
85,3997560,3997692,132,1
86,3997680,3997800,120,1
74,3997800,3997932,132,1
86,3997920,3998052,132,1
84,3998040,3998172,132,1
82,3998160,3998292,132,1
81,3998280,3998412,132,1
79,3998400,3998520,120,1
78,3998520,3998652,132,1
79,3998640,3998772,132,1
81,3998760,3998892,132,1
82,3998880,3999012,132,1
83,3999000,3999132,132,1
84,3999120,3999240,120,1
72,3999240,3999360,120,1
84,3999360,3999480,120,1
82,3999480,3999600,120,1
81,3999600,3999720,120,1
79,3999720,3999840,120,1
77,3999840,3999960,120,1
76,3999960,4000092,132,1
77,4000080,4000212,132,1
79,4000200,4000332,132,1
80,4000320,4000452,132,1
81,4000440,4000560,120,1
82,4000560,4000680,120,1
84,4000680,4000800,120,1
82,4000800,4000920,120,1
81,4000920,4001040,120,1
79,4001040,4001160,120,1
77,4001160,4001280,120,1
76,4001280,4001400,120,1
77,4001400,4001532,132,1
76,4001520,4001652,132,1
74,4001640,4001772,132,1
72,4001760,4001892,132,1
70,4001880,4002012,132,1
69,4002000,4002120,120,1
72,4002120,4002240,120,1
77,4002240,4002360,120,1
79,4002360,4002480,120,1
77,4002480,4002600,120,1
76,4002600,4002720,120,1
74,4002720,4002840,120,1
72,4002840,4002972,132,1
70,4002960,4003092,132,1
69,4003080,4003212,132,1
67,4003200,4003332,132,1
65,4003320,4003452,132,1
64,4003440,4003560,120,1
65,4003560,4003692,132,1
67,4003680,4003812,132,1
65,4003800,4003932,132,1
64,4003920,4004052,132,1
62,4004040,4004172,132,1
60,4004160,4004292,132,1
68,4004880,4005840,960,1
67,4005840,4005960,120,1
65,4006080,4006200,120,1
71,4006320,4006800,480,1
72,4006800,4007040,240,1
67,4007040,4007520,480,1
73,4007760,4008720,960,1
72,4008720,4008840,120,1
70,4008960,4009080,120,1
68,4009200,4009440,240,1
70,4009440,4009520,80,1
68,4009520,4009600,80,1
67,4009600,4009680,80,1
68,4009680,4009800,120,1
70,4009800,4009920,120,1
72,4009920,4010400,480,1
77,4010640,4011360,720,1
75,4011360,4011840,480,1
77,4011840,4012080,240,1
75,4012080,4012560,480,1
73,4012560,4012800,240,1
72,4012800,4013520,720,1
70,4013520,4014000,480,1
68,4014000,4014240,240,1
67,4014240,4014720,480,1
65,4014720,4014960,240,1
68,4014960,4015680,720,1
67,4015680,4015920,240,1
68,4016400,4017360,960,1
80,4016400,4017360,960,1
79,4017360,4017480,120,1
67,4017360,4017480,120,1
65,4017600,4017720,120,1
77,4017600,4017720,120,1
83,4017840,4018320,480,1
71,4017840,4018320,480,1
72,4018320,4018560,240,1
84,4018320,4018560,240,1
79,4018560,4019040,480,1
67,4018560,4019040,480,1
85,4019280,4020240,960,1
73,4019280,4020240,960,1
84,4020240,4020360,120,1
72,4020240,4020360,120,1
70,4020480,4020600,120,1
82,4020480,4020600,120,1
69,4020720,4021200,480,1
81,4020720,4021200,480,1
72,4021200,4021440,240,1
84,4021200,4021440,240,1
70,4021440,4021920,480,1
82,4021440,4021920,480,1
71,4022160,4022880,720,1
83,4022160,4022880,720,1
84,4022880,4023600,720,1
72,4022880,4023600,720,1
73,4023600,4024320,720,1
85,4023600,4024320,720,1
84,4024320,4024560,240,1
72,4024320,4024560,240,1
89,4024920,4025040,120,1
77,4025040,4025700,660,1
80,4025700,4025760,60,1
72,4025040,4025760,720,1
79,4025760,4026480,720,1
76,4025760,4026480,720,1
77,4026480,4026600,120,1
72,4026600,4026720,120,1
71,4026720,4026840,120,1
72,4026840,4026960,120,1
74,4026960,4027080,120,1
72,4027080,4027200,120,1
70,4027200,4027320,120,1
72,4027320,4027440,120,1
70,4027440,4027560,120,1
72,4027560,4027680,120,1
70,4027680,4027800,120,1
72,4027800,4027920,120,1
69,4027920,4028040,120,1
72,4028040,4028160,120,1
71,4028160,4028280,120,1
72,4028280,4028400,120,1
77,4028400,4028520,120,1
72,4028520,4028640,120,1
70,4028640,4028760,120,1
72,4028760,4028880,120,1
70,4028880,4029000,120,1
72,4029000,4029120,120,1
70,4029120,4029240,120,1
72,4029240,4029360,120,1
69,4029360,4029480,120,1
84,4029480,4029600,120,1
83,4029600,4029720,120,1
84,4029720,4029840,120,1
86,4029840,4029960,120,1
84,4029960,4030080,120,1
82,4030080,4030200,120,1
84,4030200,4030320,120,1
82,4030320,4030440,120,1
84,4030440,4030560,120,1
82,4030560,4030680,120,1
84,4030680,4030800,120,1
81,4030800,4030920,120,1
84,4030920,4031040,120,1
83,4031040,4031160,120,1
84,4031160,4031280,120,1
89,4031280,4031400,120,1
84,4031400,4031520,120,1
82,4031520,4031640,120,1
84,4031640,4031760,120,1
82,4031760,4031880,120,1
84,4031880,4032000,120,1
82,4032000,4032120,120,1
84,4032120,4032240,120,1
81,4032240,4032360,120,1
84,4032360,4032480,120,1
89,4032480,4032600,120,1
81,4032600,4032720,120,1
79,4032720,4032840,120,1
88,4032840,4032960,120,1
77,4032960,4033080,120,1
86,4033080,4033200,120,1
76,4033200,4033320,120,1
84,4033320,4033440,120,1
74,4033440,4033560,120,1
82,4033560,4033680,120,1
72,4033680,4033800,120,1
81,4033800,4033920,120,1
70,4033920,4034040,120,1
79,4034040,4034160,120,1
69,4034160,4034280,120,1
77,4034280,4034400,120,1
67,4034400,4034520,120,1
76,4034520,4034640,120,1
65,4034640,4034760,120,1
74,4034760,4034880,120,1
64,4034880,4035000,120,1
72,4035000,4035120,120,1
62,4035120,4035840,720,1
71,4035120,4035840,720,1
61,4035840,4036560,720,1
70,4035840,4036560,720,1
73,4036560,4037280,720,1
82,4036560,4037280,720,1
67,4037280,4038000,720,1
76,4037280,4038000,720,1
84,4038240,4038360,120,1
84,4038480,4038600,120,1
86,4038960,4039080,120,1
86,4039200,4039320,120,1
77,4039440,4040100,660,1
72,4039440,4040100,660,1
81,4040100,4040160,60,1
76,4040160,4040880,720,1
79,4040160,4040880,720,1
77,4040880,4041000,120,1
72,4041000,4041120,120,1
71,4041120,4041240,120,1
72,4041240,4041360,120,1
74,4041360,4041480,120,1
72,4041480,4041600,120,1
70,4041600,4041720,120,1
72,4041720,4041840,120,1
70,4041840,4041960,120,1
72,4041960,4042080,120,1
70,4042080,4042200,120,1
72,4042200,4042320,120,1
69,4042320,4042440,120,1
72,4042440,4042560,120,1
71,4042560,4042680,120,1
72,4042680,4042800,120,1
77,4042800,4042920,120,1
72,4042920,4043040,120,1
70,4043040,4043160,120,1
72,4043160,4043280,120,1
70,4043280,4043400,120,1
72,4043400,4043520,120,1
70,4043520,4043640,120,1
72,4043640,4043760,120,1
69,4043760,4043880,120,1
84,4043880,4044000,120,1
83,4044000,4044120,120,1
84,4044120,4044240,120,1
86,4044240,4044360,120,1
84,4044360,4044480,120,1
82,4044480,4044600,120,1
84,4044600,4044720,120,1
82,4044720,4044840,120,1
84,4044840,4044960,120,1
82,4044960,4045080,120,1
84,4045080,4045200,120,1
81,4045200,4045320,120,1
84,4045320,4045440,120,1
83,4045440,4045560,120,1
84,4045560,4045680,120,1
89,4045680,4045800,120,1
84,4045800,4045920,120,1
82,4045920,4046040,120,1
84,4046040,4046160,120,1
82,4046160,4046280,120,1
84,4046280,4046400,120,1
82,4046400,4046520,120,1
84,4046520,4046640,120,1
81,4046640,4046760,120,1
84,4046760,4046880,120,1
89,4046880,4047000,120,1
81,4047000,4047120,120,1
79,4047120,4047240,120,1
88,4047240,4047360,120,1
77,4047360,4047480,120,1
86,4047480,4047600,120,1
76,4047600,4047720,120,1
84,4047720,4047840,120,1
74,4047840,4047960,120,1
82,4047960,4048080,120,1
72,4048080,4048200,120,1
81,4048200,4048320,120,1
70,4048320,4048440,120,1
79,4048440,4048560,120,1
69,4048560,4048680,120,1
77,4048680,4048800,120,1
67,4048800,4048920,120,1
76,4048920,4049040,120,1
65,4049040,4049160,120,1
74,4049160,4049280,120,1
64,4049280,4049400,120,1
72,4049400,4049520,120,1
62,4049520,4050240,720,1
71,4049520,4050240,720,1
61,4050240,4050960,720,1
70,4050240,4050960,720,1
73,4050960,4051680,720,1
82,4050960,4051680,720,1
67,4051680,4052400,720,1
76,4051680,4052400,720,1
84,4052640,4052760,120,1
84,4052880,4053000,120,1
86,4053360,4053480,120,1
86,4053600,4053720,120,1
77,4053840,4054560,720,1
76,4054560,4055280,720,1
72,4053840,4055280,1440,1
83,4055280,4055400,120,1
84,4055400,4055532,132,1
83,4055520,4055652,132,1
84,4055640,4055772,132,1
83,4055760,4055892,132,1
84,4055880,4056000,120,1
85,4056000,4056132,132,1
86,4056120,4056252,132,1
85,4056240,4056372,132,1
86,4056360,4056492,132,1
88,4056480,4056612,132,1
89,4056600,4056720,120,1
77,4056720,4057380,660,1
81,4057380,4057440,60,1
72,4056720,4057440,720,1
76,4057440,4057920,480,1
79,4057440,4058040,600,1
77,4058040,4058160,120,1
77,4058160,4058292,132,1
81,4058280,4058412,132,1
84,4058400,4058532,132,1
89,4058520,4058652,132,1
88,4058640,4058772,132,1
86,4058760,4058892,132,1
84,4058880,4059012,132,1
86,4059000,4059132,132,1
84,4059120,4059252,132,1
82,4059240,4059372,132,1
81,4059360,4059492,132,1
79,4059480,4059600,120,1
77,4059600,4059732,132,1
81,4059720,4059852,132,1
79,4059840,4059972,132,1
77,4059960,4060092,132,1
76,4060080,4060212,132,1
74,4060200,4060332,132,1
72,4060320,4060452,132,1
74,4060440,4060572,132,1
72,4060560,4060692,132,1
70,4060680,4060812,132,1
69,4060800,4060932,132,1
67,4060920,4061040,120,1
65,4061040,4061172,132,1
69,4061160,4061292,132,1
67,4061280,4061412,132,1
65,4061400,4061532,132,1
64,4061520,4061652,132,1
62,4061640,4061772,132,1
60,4061760,4061892,132,1
62,4061880,4062012,132,1
60,4062000,4062132,132,1
58,4062120,4062252,132,1
57,4062240,4062372,132,1
55,4062360,4062480,120,1
53,4062480,4062600,120,1
57,4062720,4062840,120,1
60,4062960,4063080,120,1
65,4063200,4063320,120,1
69,4063440,4063560,120,1
72,4063680,4063800,120,1
77,4063920,4064160,240,1
72,4064640,4065120,480,1
84,4064640,4065120,480,1
81,4064640,4065120,480,1
84,4065360,4065840,480,1
77,4065360,4065840,480,1
87,4065360,4065840,480,1
82,4066800,4067280,480,1
77,4066800,4067280,480,1
86,4066800,4067280,480,1
77,4068240,4068720,480,1
80,4068240,4068720,480,1
86,4068240,4068720,480,1
89,4068240,4068720,480,1
65,4069680,4071000,1320,1
69,4071000,4071120,120,1
60,4069680,4071120,1440,1
67,4071120,4072320,1200,1
65,4072320,4072560,240,1
64,4071120,4072560,1440,1
65,4072560,4072800,240,1
60,4071120,4072800,1680,1
57,4073040,4073280,240,1
58,4073280,4073400,120,1
67,4073520,4073640,120,1
59,4073760,4073880,120,1
60,4074000,4074120,120,1
69,4074240,4074360,120,1
61,4074480,4074600,120,1
62,4074720,4074840,120,1
70,4074960,4075080,120,1
64,4075200,4075320,120,1
82,4075440,4076400,960,1
81,4076400,4076520,120,1
79,4076520,4076640,120,1
77,4076640,4076760,120,1
76,4076760,4076880,120,1
77,4076880,4077000,120,1
79,4077120,4077240,120,1
81,4077360,4077480,120,1
72,4077600,4078080,480,1
69,4077600,4078080,480,1
67,4078080,4078320,240,1
70,4078080,4078320,240,1
67,4078320,4079040,720,1
70,4078320,4079040,720,1
69,4079040,4079280,240,1
65,4079040,4079280,240,1
57,4080240,4080480,240,1
58,4080480,4080600,120,1
67,4080720,4080840,120,1
59,4080960,4081080,120,1
60,4081200,4081320,120,1
69,4081440,4081560,120,1
61,4081680,4081800,120,1
62,4081920,4082040,120,1
70,4082160,4082280,120,1
64,4082400,4082520,120,1
82,4082640,4083600,960,1
81,4083600,4083720,120,1
79,4083720,4083840,120,1
77,4083840,4083960,120,1
76,4083960,4084080,120,1
77,4084080,4084140,60,1
79,4084140,4084200,60,1
81,4084200,4084260,60,1
74,4084800,4084860,60,1
76,4084860,4084920,60,1
77,4084920,4084980,60,1
65,4085520,4086120,600,1
69,4086120,4086240,120,1
64,4086240,4086720,480,1
67,4086240,4086720,480,1
65,4086720,4086960,240,1
60,4085520,4086960,1440,1
69,4087440,4087680,240,1
65,4086960,4087680,720,1
72,4087680,4087920,240,1
70,4087920,4088160,240,1
67,4088160,4088400,240,1
64,4087680,4088400,720,1
60,4088640,4088876,236,1
69,4088880,4089120,240,1
65,4088400,4089120,720,1
72,4089120,4089360,240,1
70,4089360,4089600,240,1
67,4089600,4089840,240,1
64,4089120,4089840,720,1
65,4089840,4090080,240,1
60,4090080,4090316,236,1
69,4090320,4090560,240,1
65,4090560,4090800,240,1
60,4090800,4091037,237,1
69,4091040,4091280,240,1
58,4091280,4092000,720,1
67,4091280,4092000,720,1
57,4092000,4092240,240,1
65,4092000,4092240,240,1
41,3387120,3387600,480,0
